ponto_id,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,lat,lon,indoor
7525,0.5798209623274897,0.3653419119740351,0.43561442236938963,0.2749871860584314,0.4608633351244853,0.4538582754715135,0.25499086638830426,0.451354574884989,0.29538904899135443,0.6666666666666666,0.5714285714285714,0.14285714285714285,-8.0544,-34.95402,False
7324,0.6232748974263334,0.32409041735466504,0.4985283296541576,0.23793353835639786,0.3511105140605413,0.3674102526222476,0.42911664926930815,0.6874697563469074,0.31764329170669225,0.6666666666666666,0.7142857142857142,0.0,-8.0552,-34.95624,False
3249,0.26426706452816107,0.0,0.3024282560706404,0.0,0.3462296256492927,0.33040330920372285,0.1545863778705583,0.3285057079570626,0.0,0.6666666666666666,0.42857142857142855,0.42857142857142855,-8.055833999999999,-34.951362,True
6751,0.5270421484520702,0.6266583157774865,0.5187637969094925,0.32970271655561256,0.9036360379724167,0.8110011326143693,0.3865474947807883,0.45810189129323553,0.28410182516810756,0.8333333333333334,0.2857142857142857,0.7142857142857142,-8.05719,-34.94653,False
6562,0.21064901156284965,0.09117178158628914,0.1401459406426233,0.059841107124551485,0.119201146337095,0.1449500172354361,0.0,0.230192537059124,0.0,0.6666666666666666,0.42857142857142855,0.2857142857142857,-8.055786,-34.951505,True
6931,0.49440507273405454,0.30740761828844754,0.48730684326710816,0.24504527592687464,0.34242342826437433,0.41451223715960017,0.38974425887264763,0.4369057761117736,0.7841818764008968,0.8333333333333334,0.8571428571428571,0.0,-8.05585,-34.95851,False
7526,0.4694889966430431,0.46849911746284745,0.4662041417008298,0.4610456176319837,0.5677055346587856,0.5382626680455016,0.34133611691022425,0.4259669449650707,0.29823086775536334,0.6666666666666666,0.2857142857142857,0.42857142857142855,-8.0544,-34.94952,False
9269,0.5826184259604623,0.7323065535500777,0.5846736045411536,0.4924397744746284,0.44062332079527144,0.4845783884046553,0.3177844467640869,0.3001874254557846,0.28658341338456617,0.16666666666666666,0.42857142857142855,0.5714285714285714,-8.04839,-34.95075,False
7424,0.6600149198060423,0.6518390935489378,0.6729212656364976,0.6914402870322911,0.986566362170876,0.7286403703156548,0.3464574634655484,0.46028284205145686,0.28410182516810756,0.6666666666666666,0.14285714285714285,0.7142857142857142,-8.05475,-34.94652,False
9547,0.7196675014653373,0.5454079599157315,0.7976453274466522,0.2927985648385443,0.6153053913666491,0.4009454867779576,0.4783729123173237,0.21812915317771342,0.2846621837976304,0.0,0.7142857142857142,0.5714285714285714,-8.0468,-34.95384,False
2201,0.3030958597538229,0.3517337584695097,0.2834437086092718,0.20105074320861083,0.41312914203833073,0.38755109075688265,0.13941805845510924,0.3199863690577611,0.0,0.6666666666666666,0.42857142857142855,0.42857142857142855,-8.055494,-34.951316,True
3585,0.13707571801566543,0.0,0.3024282560706404,0.0,0.3052719565347184,0.29566159452405527,0.1545863778705583,0.24760606576929622,0.0,0.6666666666666666,0.42857142857142855,0.42857142857142855,-8.055833999999999,-34.951362,True
8256,0.5919965897586177,0.33376985708591844,0.606880058866814,0.2945925166581238,0.4012627619559379,0.43278179937952443,0.7138896137787045,0.4590560572499578,0.39097022094140255,0.5,0.5714285714285714,0.2857142857142857,-8.05182,-34.95526,False
287,0.0,0.0,0.0,0.0,0.0,0.0,0.31752348643005823,0.5192253081160898,0.0,0.6666666666666666,0.42857142857142855,0.2857142857142857,-8.055605,-34.951728,True
8216,0.5884797783343101,0.44719011558389776,0.5388678650268066,0.34905176832393625,0.5137918681712343,0.3109272664598417,0.3795994258872619,0.33283353211790767,0.3105187319884726,0.33333333333333337,0.42857142857142855,0.2857142857142857,-8.05188,-34.95319,False
9661,0.6613470453455537,0.5661618174571539,0.7056659308314939,0.2719118400820091,0.43292136843990714,0.4319200275766979,0.5619780793319389,0.19362753450332248,0.2846621837976304,0.0,0.7142857142857142,0.5714285714285714,-8.04642,-34.95347,False
6259,0.21064901156284965,0.09117178158628914,0.1401459406426233,0.059841107124551485,0.30333154218162295,0.16270251637366417,0.1353079331941489,0.2736411654455615,0.0,0.6666666666666666,0.42857142857142855,0.2857142857142857,-8.055786,-34.951505,True
8643,0.45766505035434535,0.5236292205204123,0.39036055923473145,0.49794976934905166,0.5875873186458898,0.5041611267050774,0.3501109081419582,0.32124723121485776,0.2575648414985592,0.5,0.14285714285714285,0.7142857142857142,-8.05062,-34.946,False
8549,0.5918633772046678,0.38973979388487234,0.5888258173026382,0.20169144028703223,0.4093677234461761,0.3647018269562221,0.302420407098116,0.22876128812404173,0.5360230547550433,0.6666666666666666,1.0,0.2857142857142857,-8.051060000000001,-34.95981,False
6177,0.21064901156284965,0.09117178158628914,0.1401459406426233,0.059841107124551485,0.3208848289450119,0.2849017580144779,0.1340683716075166,0.2736411654455615,0.0,0.6666666666666666,0.42857142857142855,0.2857142857142857,-8.055786,-34.951505,True
8866,0.3356689934459416,0.5786881512270108,0.39703563544623255,0.7397488467452588,0.5379724162636577,0.5015511892450879,0.3552974947807892,0.3627193729766569,0.2575648414985592,0.5,0.14285714285714285,0.8571428571428571,-8.04975,-34.94583,False
7230,0.44021420578675285,0.44058532141433604,0.4292371842040712,0.37198872373141967,0.5659591617409996,0.5152164278327662,0.35723838726513235,0.5302777304481172,0.29823086775536334,0.6666666666666666,0.2857142857142857,0.42857142857142855,-8.05538,-34.9504,False
6936,0.32208131294293163,0.3429368558902235,0.39091243561442246,0.2337262942080982,0.43238402292674216,0.4393558871325163,0.5168971816283903,0.5281990117566877,0.2913864873519052,0.6666666666666666,0.7142857142857142,0.14285714285714285,-8.05584,-34.955020000000005,False
6341,0.12924281984334218,0.09117178158628914,0.1401459406426233,0.059841107124551485,0.30333154218162295,0.16270251637366417,0.15018267223381487,0.2414380644062022,0.0,0.6666666666666666,0.42857142857142855,0.2857142857142857,-8.055786,-34.951505,True
7703,0.5541109394149308,0.3061834538518473,0.38815305371596764,0.21465487784042403,0.29513702310585743,0.44519131334022743,0.5518984864300598,0.38469926733685456,0.7121357668908102,0.6666666666666666,0.8571428571428571,0.14285714285714285,-8.053560000000001,-34.95969,False
535,0.0,0.0,0.0,0.0,0.0,0.0,0.31360908141961996,0.44309081615266654,0.0,0.6666666666666666,0.42857142857142855,0.2857142857142857,-8.055605,-34.951728,True
